sex,age,emotion,strength,FID,PID
M,44,Happiness,2,16,53
F,40,Anger,1,16,54
F,52,Happiness,1,16,55
F,66,Happiness,3,16,56
F,20,Happiness,1,16,57
F,32,Happiness,3,16,58
M,31,Happiness,1,16,59
F,23,Happiness,2,16,60
M,29,Surprise,2,17,1
M,48,Happiness,1,17,2
F,58,Happiness,1,17,3
F,53,Happiness,2,17,4
F,30,Happiness,1,17,5
F,31,Happiness,1,17,6
F,44,Happiness,2,17,7
F,28,Happiness,3,17,8
F,58,Sadness,1,17,9
M,37,Happiness,2,17,10
M,43,Happiness,2,17,11
F,64,Happiness,2,17,12
F,44,Happiness,2,17,13
M,33,Sadness,2,17,14
M,30,Happiness,2,17,15
F,51,Happiness,1,17,16
F,36,Happiness,2,17,17
F,23,Happiness,2,17,18
M,30,Happiness,1,17,19
F,60,Happiness,1,17,20
F,37,Happiness,1,17,21
M,47,Disgust,2,17,22
F,20,Happiness,1,17,23
F,45,Happiness,1,17,24
F,41,Sadness,2,17,25
M,26,Sadness,2,17,26
M,35,Happiness,1,17,27
F,49,Happiness,2,17,28
M,36,Happiness,1,17,29
M,18,Surprise,1,17,30
F,42,Happiness,2,17,31
M,22,Happiness,2,17,32
F,30,Disgust,1,17,33
F,60,Happiness,3,17,34
M,20,Sadness,2,17,35
M,30,Happiness,2,17,36
F,31,Happiness,1,17,37
M,37,Happiness,1,17,38
M,31,Happiness,2,17,39
F,34,Happiness,5,17,40
F,37,Disgust,2,17,41
M,25,Disgust,1,17,42
M,25,Happiness,3,17,43
F,33,Happiness,2,17,44
M,29,Surprise,3,17,45
F,51,Happiness,1,17,46
F,61,Happiness,2,17,47
F,38,Happiness,2,17,48
F,41,Happiness,1,17,49
F,30,Happiness,4,17,50
F,NA,Sadness,1,17,51
F,60,Happiness,1,17,52
M,44,Happiness,1,17,53
F,40,Happiness,1,17,54
F,52,Surprise,2,17,55
F,66,Happiness,2,17,56
F,20,Happiness,1,17,57
F,32,Happiness,2,17,58
M,31,Happiness,3,17,59
F,23,Happiness,2,17,60
M,29,Surprise,2,18,1
M,48,Happiness,2,18,2
F,58,Surprise,3,18,3
F,53,Happiness,2,18,4
F,30,Happiness,1,18,5
F,31,Disgust,4,18,6
F,44,Fear,2,18,7
F,28,Happiness,3,18,8
F,58,Happiness,1,18,9
M,37,Happiness,2,18,10
M,43,Happiness,2,18,11
F,64,Happiness,1,18,12
F,44,Happiness,2,18,13
M,33,Disgust,3,18,14
M,30,Anger,2,18,15
F,51,Surprise,1,18,16
F,36,Happiness,2,18,17
F,23,Happiness,2,18,18
M,30,Sadness,1,18,19
F,60,Happiness,1,18,20
F,37,Disgust,1,18,21
M,47,Disgust,2,18,22
F,20,Happiness,1,18,23
F,45,Sadness,1,18,24
F,41,Sadness,2,18,25
M,26,Sadness,2,18,26
M,35,Disgust,1,18,27
F,49,Happiness,2,18,28
M,36,Fear,1,18,29
M,18,Surprise,1,18,30
F,42,Happiness,1,18,31
M,22,Happiness,2,18,32
F,30,Sadness,1,18,33
F,60,Happiness,3,18,34
M,20,Sadness,2,18,35
M,30,Happiness,1,18,36
F,31,Sadness,1,18,37
M,37,Happiness,1,18,38
M,31,Happiness,2,18,39
F,34,Anger,5,18,40
F,37,Disgust,2,18,41
M,25,Disgust,1,18,42
M,25,Happiness,3,18,43
F,33,Happiness,2,18,44
M,29,Surprise,3,18,45
F,51,Disgust,1,18,46
F,61,Happiness,1,18,47
F,38,Disgust,1,18,48
F,41,Happiness,1,18,49
F,30,Fear,3,18,50
F,NA,Sadness,2,18,51
F,60,Happiness,1,18,52
M,44,Happiness,1,18,53
F,40,Happiness,1,18,54
F,52,Surprise,1,18,55
F,66,Happiness,2,18,56
F,20,Happiness,1,18,57
F,32,Happiness,2,18,58
M,31,Happiness,3,18,59
F,23,Happiness,3,18,60
M,29,Happiness,2,19,1
M,48,Happiness,2,19,2
F,58,Sadness,4,19,3
F,53,Disgust,2,19,4
F,30,Happiness,1,19,5
F,31,Happiness,1,19,6
F,44,Happiness,1,19,7
F,28,Surprise,3,19,8
F,58,Happiness,2,19,9
M,37,Happiness,1,19,10
M,43,Happiness,2,19,11
F,64,Happiness,1,19,12
F,44,Happiness,2,19,13
M,33,Happiness,2,19,14
M,30,Happiness,2,19,15
F,51,Anger,1,19,16
F,36,Happiness,1,19,17
F,23,Happiness,1,19,18
M,30,Happiness,1,19,19
F,60,Anger,1,19,20
F,37,Anger,1,19,21
M,47,Happiness,3,19,22
F,20,Happiness,3,19,23
F,45,Anger,1,19,24
F,41,Happiness,2,19,25
M,26,Happiness,1,19,26
M,35,Happiness,1,19,27
F,49,Happiness,1,19,28
M,36,Anger,1,19,29
M,18,Happiness,1,19,30
F,42,Anger,2,19,31
M,22,Disgust,2,19,32
F,30,Happiness,2,19,33
F,60,Anger,2,19,34
M,20,Happiness,1,19,35
M,30,Happiness,1,19,36
F,31,Happiness,2,19,37
M,37,Happiness,1,19,38
M,31,Happiness,2,19,39
F,34,Happiness,5,19,40
F,37,Anger,1,19,41
M,25,Sadness,1,19,42
M,25,Happiness,3,19,43
F,33,Happiness,1,19,44
M,29,Surprise,2,19,45
F,51,Happiness,1,19,46
F,61,Happiness,1,19,47
F,38,Happiness,1,19,48
F,41,Happiness,2,19,49
F,30,Happiness,1,19,50
F,NA,Happiness,1,19,51
F,60,Anger,1,19,52
M,44,Happiness,2,19,53
F,40,Happiness,1,19,54
F,52,Happiness,1,19,55
F,66,Anger,4,19,56
F,20,Happiness,1,19,57
F,32,Happiness,1,19,58
M,31,Anger,1,19,59
F,23,Happiness,1,19,60
M,29,Surprise,4,20,1
M,48,Sadness,2,20,2
F,58,Sadness,3,20,3
F,53,Fear,3,20,4
F,30,Surprise,2,20,5
F,31,Happiness,2,20,6
F,44,Fear,2,20,7
F,28,Surprise,4,20,8
F,58,Surprise,2,20,9
M,37,Happiness,3,20,10
M,43,Sadness,4,20,11
F,64,Disgust,2,20,12
F,44,Sadness,5,20,13
M,33,Happiness,3,20,14
M,30,Fear,4,20,15
F,51,Surprise,1,20,16
F,36,Happiness,1,20,17
F,23,Happiness,2,20,18
M,30,Happiness,2,20,19
F,60,Happiness,2,20,20
F,37,Happiness,2,20,21
M,47,Sadness,2,20,22
F,20,Surprise,1,20,23
F,45,Disgust,1,20,24
F,41,Happiness,2,20,25
M,26,Disgust,2,20,26
M,35,Sadness,1,20,27
F,49,Fear,2,20,28
M,36,Fear,1,20,29
M,18,Sadness,2,20,30
F,42,Surprise,2,20,31
M,22,Surprise,1,20,32
F,30,Happiness,1,20,33
F,60,Sadness,4,20,34
M,20,Happiness,3,20,35
M,30,Happiness,2,20,36
F,31,Fear,2,20,37
M,37,Happiness,2,20,38
M,31,Happiness,2,20,39
F,34,Sadness,5,20,40
F,37,Happiness,1,20,41
M,25,Surprise,1,20,42
M,25,Happiness,4,20,43
F,33,Happiness,2,20,44
M,29,Surprise,3,20,45
F,51,Happiness,1,20,46
F,61,Sadness,3,20,47
F,38,Surprise,1,20,48
F,41,Happiness,2,20,49
F,30,Surprise,3,20,50
F,NA,Sadness,2,20,51
F,60,Happiness,1,20,52
M,44,Sadness,3,20,53
F,40,Happiness,2,20,54
F,52,Surprise,2,20,55
F,66,Surprise,5,20,56
F,20,Disgust,1,20,57
F,32,Fear,3,20,58
M,31,Fear,1,20,59
F,23,Happiness,3,20,60
M,29,Anger,3,21,1
M,48,Anger,2,21,2
F,58,Fear,2,21,3
F,53,Disgust,4,21,4
F,30,Anger,5,21,5
F,31,Anger,3,21,6
F,44,Anger,3,21,7
F,28,Anger,4,21,8
F,58,Fear,3,21,9
M,37,Anger,3,21,10
M,43,Anger,1,21,11
F,64,Anger,4,21,12
F,44,Fear,5,21,13
M,33,Anger,2,21,14
M,30,Anger,2,21,15
F,51,Anger,2,21,16
F,36,Sadness,3,21,17
F,23,Anger,4,21,18
M,30,Sadness,4,21,19
F,60,Anger,1,21,20
F,37,Anger,1,21,21
M,47,Anger,2,21,22
F,20,Anger,1,21,23
F,45,Anger,2,21,24
F,41,Anger,5,21,25
M,26,Fear,4,21,26
M,35,Disgust,1,21,27
F,49,Fear,3,21,28
M,36,Anger,4,21,29
M,18,Anger,1,21,30
F,42,Fear,4,21,31
M,22,Anger,4,21,32
F,30,Anger,1,21,33
F,60,Sadness,2,21,34
M,20,Sadness,1,21,35
M,30,Anger,2,21,36
F,31,Anger,2,21,37
M,37,Anger,1,21,38
M,31,Anger,1,21,39
F,34,Anger,5,21,40
F,37,Surprise,2,21,41
M,25,Anger,1,21,42
M,25,Fear,5,21,43
F,33,Anger,1,21,44
M,29,Disgust,4,21,45
F,51,Anger,2,21,46
F,61,Anger,1,21,47
F,38,Anger,2,21,48
F,41,Anger,1,21,49
F,30,Sadness,4,21,50
F,NA,Anger,2,21,51
F,60,Fear,1,21,52
M,44,Anger,4,21,53
F,40,Anger,2,21,54
F,52,Disgust,1,21,55
F,66,Surprise,5,21,56
F,20,Anger,2,21,57
F,32,Sadness,4,21,58
M,31,Anger,3,21,59
F,23,Fear,3,21,60
M,29,Anger,2,22,1
M,48,Happiness,3,22,2
F,58,Disgust,4,22,3
F,53,Happiness,2,22,4
F,30,Anger,5,22,5
F,31,Happiness,3,22,6
F,44,Happiness,1,22,7
F,28,Anger,4,22,8
F,58,Anger,2,22,9
M,37,Anger,2,22,10
M,43,Happiness,3,22,11
F,64,Happiness,3,22,12
F,44,Fear,5,22,13
M,33,Happiness,5,22,14
M,30,Happiness,5,22,15
F,51,Happiness,4,22,16
F,36,Happiness,5,22,17
F,23,Happiness,5,22,18
M,30,Anger,3,22,19
F,60,Happiness,4,22,20
F,37,Happiness,4,22,21
M,47,Happiness,3,22,22
F,20,Happiness,3,22,23
F,45,Anger,5,22,24
F,41,Happiness,3,22,25
M,26,Happiness,4,22,26
M,35,Disgust,3,22,27
F,49,Happiness,3,22,28
M,36,Happiness,3,22,29
M,18,Happiness,3,22,30
F,42,Happiness,5,22,31
M,22,Happiness,3,22,32
F,30,Happiness,5,22,33
F,60,Happiness,5,22,34
M,20,Anger,2,22,35
M,30,Happiness,3,22,36
F,31,Happiness,4,22,37
M,37,Happiness,4,22,38
M,31,Happiness,3,22,39
F,34,Anger,5,22,40
F,37,Anger,2,22,41
M,25,Anger,2,22,42
M,25,Fear,5,22,43
F,33,Surprise,4,22,44
M,29,Happiness,4,22,45
F,51,Happiness,4,22,46
F,61,Happiness,3,22,47
F,38,Disgust,2,22,48
F,41,Happiness,2,22,49
F,30,Happiness,4,22,50
F,NA,Happiness,4,22,51
F,60,Happiness,3,22,52
M,44,Happiness,2,22,53
F,40,Disgust,5,22,54
F,52,Happiness,3,22,55
F,66,Happiness,5,22,56
F,20,Happiness,3,22,57
F,32,Happiness,5,22,58
M,31,Happiness,4,22,59
F,23,Happiness,5,22,60
M,29,Surprise,3,23,1
M,48,Surprise,2,23,2
F,58,Fear,5,23,3
F,53,Surprise,3,23,4
F,30,Surprise,3,23,5
F,31,Disgust,4,23,6
F,44,Happiness,1,23,7
F,28,Surprise,5,23,8
F,58,Happiness,1,23,9
M,37,Surprise,2,23,10
M,43,Sadness,3,23,11
F,64,Happiness,1,23,12
F,44,Surprise,4,23,13
M,33,Surprise,4,23,14
M,30,Anger,2,23,15
F,51,Surprise,2,23,16
F,36,Surprise,2,23,17
F,23,Happiness,1,23,18
M,30,Sadness,1,23,19
F,60,Anger,3,23,20
F,37,Anger,2,23,21
M,47,Surprise,3,23,22
F,20,Surprise,2,23,23
F,45,Fear,4,23,24
F,41,Surprise,3,23,25
M,26,Anger,1,23,26
M,35,Sadness,1,23,27
F,49,Disgust,4,23,28
M,36,Anger,2,23,29
M,18,Surprise,2,23,30
F,42,Surprise,3,23,31
M,22,Fear,4,23,32
F,30,Anger,1,23,33
F,60,Anger,1,23,34
M,20,Happiness,2,23,35
M,30,Anger,1,23,36
F,31,Surprise,3,23,37
M,37,Sadness,1,23,38
M,31,Surprise,1,23,39
F,34,Surprise,5,23,40
F,37,Anger,1,23,41
M,25,Surprise,3,23,42
M,25,Sadness,4,23,43
F,33,Surprise,2,23,44
M,29,Surprise,4,23,45
F,51,Surprise,2,23,46
F,61,Anger,2,23,47
F,38,Surprise,2,23,48
F,41,Happiness,1,23,49
F,30,Surprise,3,23,50
F,NA,Surprise,3,23,51
F,60,Sadness,1,23,52
M,44,Surprise,2,23,53
F,40,Happiness,1,23,54
F,52,Surprise,2,23,55
F,66,Disgust,3,23,56
F,20,Surprise,1,23,57
F,32,Surprise,2,23,58
M,31,Fear,2,23,59
F,23,Happiness,1,23,60
M,29,Anger,5,24,1
M,48,Anger,3,24,2
F,58,Anger,5,24,3
F,53,Anger,5,24,4
F,30,Anger,5,24,5
F,31,Anger,4,24,6
F,44,Anger,2,24,7
F,28,Anger,5,24,8
F,58,Disgust,3,24,9
M,37,Anger,1,24,10
M,43,Anger,2,24,11
F,64,Anger,5,24,12
F,44,Fear,5,24,13
M,33,Anger,3,24,14
M,30,Anger,2,24,15
F,51,Anger,3,24,16
F,36,Anger,4,24,17
F,23,Anger,4,24,18
M,30,Anger,5,24,19
F,60,Disgust,3,24,20
F,37,Anger,3,24,21
M,47,Anger,4,24,22
F,20,Anger,2,24,23
F,45,Anger,1,24,24
F,41,Anger,5,24,25
M,26,Fear,2,24,26
M,35,Anger,5,24,27
F,49,Anger,5,24,28
M,36,Anger,5,24,29
M,18,Anger,2,24,30
F,42,Fear,4,24,31
M,22,Anger,4,24,32
F,30,Anger,2,24,33
F,60,Anger,5,24,34
M,20,Anger,3,24,35
M,30,Anger,2,24,36
F,31,Disgust,2,24,37
M,37,Anger,3,24,38
M,31,Anger,1,24,39
F,34,Anger,5,24,40
F,37,Anger,3,24,41
M,25,Anger,5,24,42
M,25,Anger,5,24,43
F,33,Anger,4,24,44
M,29,Disgust,5,24,45
F,51,Anger,3,24,46
F,61,Anger,3,24,47
F,38,Anger,4,24,48
F,41,Anger,3,24,49
F,30,Anger,4,24,50
F,NA,Anger,5,24,51
F,60,Anger,2,24,52
M,44,Anger,4,24,53
F,40,Anger,5,24,54
F,52,Anger,3,24,55
F,66,Anger,5,24,56
F,20,Anger,5,24,57
F,32,Anger,5,24,58
M,31,Anger,5,24,59
F,23,Anger,5,24,60
M,29,Disgust,3,25,1
M,48,Happiness,1,25,2
F,58,Disgust,4,25,3
F,53,Happiness,2,25,4
F,30,Anger,2,25,5
F,31,Happiness,1,25,6
F,44,Happiness,2,25,7
F,28,Disgust,3,25,8
F,58,Anger,2,25,9
M,37,Happiness,1,25,10
M,43,Anger,2,25,11
F,64,Happiness,2,25,12
F,44,Happiness,5,25,13
M,33,Disgust,2,25,14
M,30,Happiness,3,25,15
F,51,Happiness,1,25,16
F,36,Happiness,1,25,17
F,23,Happiness,5,25,18
M,30,Surprise,1,25,19
F,60,Happiness,1,25,20
F,37,Happiness,1,25,21
M,47,Disgust,2,25,22
F,20,Happiness,1,25,23
F,45,Disgust,1,25,24
F,41,Anger,2,25,25
M,26,Disgust,1,25,26
M,35,Happiness,1,25,27
F,49,Anger,1,25,28
M,36,Happiness,1,25,29
M,18,Sadness,1,25,30
F,42,Surprise,2,25,31
M,22,Happiness,1,25,32
F,30,Happiness,2,25,33
F,60,Happiness,4,25,34
M,20,Happiness,1,25,35
M,30,Happiness,1,25,36
F,31,Surprise,1,25,37
M,37,Disgust,1,25,38
M,31,Happiness,2,25,39
F,34,Anger,5,25,40
F,37,Anger,1,25,41
M,25,Happiness,1,25,42
M,25,Happiness,3,25,43
F,33,Happiness,1,25,44
M,29,Surprise,2,25,45
F,51,Happiness,1,25,46
F,61,Happiness,1,25,47
F,38,Happiness,1,25,48
F,41,Happiness,1,25,49
F,30,Happiness,1,25,50
F,NA,Disgust,1,25,51
F,60,Happiness,1,25,52
M,44,Disgust,2,25,53
F,40,Happiness,3,25,54
F,52,Happiness,1,25,55
F,66,Surprise,2,25,56
F,20,Happiness,2,25,57
F,32,Happiness,2,25,58
M,31,Happiness,1,25,59
F,23,Anger,1,25,60
M,29,Anger,4,26,1
M,48,Disgust,3,26,2
F,58,Disgust,4,26,3
F,53,Disgust,4,26,4
F,30,Disgust,3,26,5
F,31,Fear,4,26,6
F,44,Sadness,2,26,7
F,28,Disgust,4,26,8
F,58,Disgust,3,26,9
M,37,Sadness,1,26,10
M,43,Sadness,4,26,11
F,64,Anger,4,26,12
F,44,Fear,4,26,13
M,33,Anger,3,26,14
M,30,Happiness,1,26,15
F,51,Sadness,3,26,16
F,36,Sadness,3,26,17
F,23,Anger,4,26,18
M,30,Sadness,4,26,19
F,60,Disgust,4,26,20
F,37,Anger,1,26,21
M,47,Sadness,3,26,22
F,20,Anger,3,26,23
F,45,Sadness,4,26,24
F,41,Anger,3,26,25
M,26,Fear,3,26,26
M,35,Sadness,3,26,27
F,49,Sadness,4,26,28
M,36,Anger,4,26,29
M,18,Surprise,3,26,30
F,42,Sadness,5,26,31
M,22,Sadness,5,26,32
F,30,Anger,2,26,33
F,60,Anger,4,26,34
M,20,Sadness,2,26,35
M,30,Anger,3,26,36
F,31,Sadness,4,26,37
M,37,Disgust,1,26,38
M,31,Disgust,1,26,39
F,34,Anger,5,26,40
F,37,Anger,2,26,41
M,25,Anger,4,26,42
M,25,Sadness,4,26,43
F,33,Anger,2,26,44
M,29,Disgust,4,26,45
F,51,Sadness,1,26,46
F,61,Anger,4,26,47
F,38,Anger,1,26,48
F,41,Sadness,3,26,49
F,30,Sadness,3,26,50
F,NA,Fear,3,26,51
F,60,Anger,1,26,52
M,44,Sadness,3,26,53
F,40,Anger,4,26,54
F,52,Sadness,2,26,55
F,66,Anger,5,26,56
F,20,Anger,5,26,57
F,32,Sadness,2,26,58
M,31,Fear,2,26,59
F,23,Anger,3,26,60
M,29,Happiness,3,27,1
M,48,Happiness,2,27,2
F,58,Happiness,4,27,3
F,53,Surprise,3,27,4
F,30,Anger,1,27,5
F,31,Happiness,4,27,6
F,44,Happiness,2,27,7
F,28,Happiness,4,27,8
F,58,Happiness,2,27,9
M,37,Happiness,4,27,10
M,43,Happiness,3,27,11
F,64,Happiness,3,27,12
F,44,Sadness,3,27,13
M,33,Happiness,4,27,14
M,30,Happiness,4,27,15
F,51,Happiness,3,27,16
F,36,Happiness,4,27,17
F,23,Happiness,3,27,18
M,30,Happiness,3,27,19
F,60,Happiness,3,27,20
F,37,Happiness,3,27,21
M,47,Happiness,3,27,22
F,20,Happiness,3,27,23
F,45,Happiness,4,27,24
F,41,Happiness,4,27,25
M,26,Happiness,3,27,26
M,35,Happiness,3,27,27
F,49,Happiness,2,27,28
M,36,Happiness,3,27,29
M,18,Happiness,2,27,30
F,42,Happiness,4,27,31
M,22,Happiness,4,27,32
F,30,Happiness,3,27,33
F,60,Happiness,3,27,34
M,20,Happiness,3,27,35
M,30,Happiness,3,27,36
F,31,Happiness,5,27,37
M,37,Happiness,4,27,38
M,31,Happiness,2,27,39
F,34,Happiness,5,27,40
F,37,Happiness,3,27,41
M,25,Happiness,3,27,42
M,25,Happiness,4,27,43
F,33,Happiness,3,27,44
M,29,Happiness,4,27,45
F,51,Happiness,3,27,46
F,61,Happiness,2,27,47
F,38,Happiness,3,27,48
F,41,Happiness,3,27,49
F,30,Happiness,4,27,50
F,NA,Happiness,3,27,51
F,60,Happiness,3,27,52
M,44,Happiness,3,27,53
F,40,Happiness,4,27,54
F,52,Happiness,3,27,55
F,66,Happiness,3,27,56
F,20,Happiness,5,27,57
F,32,Happiness,4,27,58
M,31,Happiness,4,27,59
F,23,Happiness,5,27,60
M,29,Disgust,4,28,1
M,48,Happiness,2,28,2
F,58,Disgust,4,28,3
F,53,Fear,2,28,4
F,30,Anger,1,28,5
F,31,Happiness,3,28,6
F,44,Anger,2,28,7
F,28,Disgust,4,28,8
F,58,Disgust,3,28,9
M,37,Happiness,2,28,10
M,43,Anger,2,28,11
F,64,Disgust,2,28,12
F,44,Happiness,2,28,13
M,33,Anger,2,28,14
M,30,Happiness,2,28,15
F,51,Happiness,2,28,16
F,36,Happiness,1,28,17
F,23,Happiness,5,28,18
M,30,Fear,1,28,19
F,60,Anger,2,28,20
F,37,Happiness,2,28,21
M,47,Anger,3,28,22
F,20,Happiness,2,28,23
F,45,Anger,2,28,24
F,41,Happiness,4,28,25
M,26,Disgust,1,28,26
M,35,Disgust,3,28,27
F,49,Happiness,2,28,28
M,36,Happiness,1,28,29
M,18,Anger,1,28,30
F,42,Disgust,2,28,31
M,22,Sadness,3,28,32
F,30,Anger,2,28,33
F,60,Anger,4,28,34
M,20,Happiness,2,28,35
M,30,Happiness,2,28,36
F,31,Happiness,1,28,37
M,37,Happiness,1,28,38
M,31,Happiness,1,28,39
F,34,Anger,5,28,40
F,37,Anger,2,28,41
M,25,Anger,5,28,42
M,25,Fear,5,28,43
F,33,Happiness,1,28,44
M,29,Disgust,3,28,45
F,51,Happiness,1,28,46
F,61,Happiness,1,28,47
F,38,Disgust,2,28,48
F,41,Happiness,2,28,49
F,30,Fear,2,28,50
F,NA,Anger,2,28,51
F,60,Happiness,2,28,52
M,44,Disgust,2,28,53
F,40,Anger,2,28,54
F,52,Happiness,2,28,55
F,66,Happiness,4,28,56
F,20,Anger,5,28,57
F,32,Happiness,3,28,58
M,31,Happiness,1,28,59
F,23,Happiness,4,28,60
M,29,Surprise,2,29,1
M,48,Happiness,1,29,2
F,58,Happiness,1,29,3
F,53,Disgust,3,29,4
F,30,Anger,1,29,5
F,31,Fear,3,29,6
F,44,Happiness,1,29,7
F,28,Surprise,2,29,8
F,58,Anger,1,29,9
M,37,Happiness,1,29,10
M,43,Happiness,2,29,11
F,64,Happiness,1,29,12
F,44,Happiness,1,29,13
M,33,Disgust,2,29,14
M,30,Happiness,2,29,15
F,51,Happiness,1,29,16
F,36,Happiness,1,29,17
F,23,Happiness,1,29,18
M,30,Happiness,1,29,19
F,60,Anger,1,29,20
F,37,Happiness,1,29,21
M,47,Happiness,2,29,22
F,20,Happiness,1,29,23
F,45,Happiness,1,29,24
F,41,Sadness,2,29,25
M,26,Happiness,1,29,26
M,35,Happiness,1,29,27
F,49,Happiness,1,29,28
M,36,Disgust,1,29,29
M,18,Happiness,1,29,30
F,42,Happiness,1,29,31
M,22,Happiness,2,29,32
F,30,Happiness,1,29,33
F,60,Happiness,1,29,34
M,20,Fear,2,29,35
M,30,Happiness,1,29,36
F,31,Surprise,2,29,37
M,37,Happiness,1,29,38
M,31,Happiness,2,29,39
F,34,Happiness,5,29,40
F,37,Happiness,1,29,41
M,25,Happiness,1,29,42
M,25,Sadness,4,29,43
F,33,Happiness,1,29,44
M,29,Surprise,3,29,45
F,51,Surprise,1,29,46
F,61,Happiness,1,29,47
F,38,Happiness,1,29,48
F,41,Happiness,1,29,49
F,30,Sadness,3,29,50
F,NA,Happiness,1,29,51
F,60,Happiness,1,29,52
M,44,Disgust,2,29,53
F,40,Happiness,1,29,54
F,52,Happiness,1,29,55
F,66,Surprise,4,29,56
F,20,Happiness,2,29,57
F,32,Happiness,3,29,58
M,31,Sadness,1,29,59
F,23,Disgust,1,29,60
M,29,Surprise,2,30,1
M,48,Happiness,2,30,2
F,58,Happiness,1,30,3
F,53,Disgust,4,30,4
F,30,Disgust,1,30,5
F,31,Anger,4,30,6
F,44,Fear,2,30,7
F,28,Disgust,3,30,8
F,58,Sadness,1,30,9
M,37,Happiness,1,30,10
M,43,Sadness,2,30,11
F,64,Surprise,1,30,12
F,44,Happiness,2,30,13
M,33,Surprise,3,30,14
M,30,Surprise,3,30,15
F,51,Anger,2,30,16
F,36,Anger,1,30,17
F,23,Happiness,1,30,18
M,30,Anger,1,30,19
F,60,Anger,2,30,20
F,37,Anger,1,30,21
M,47,Anger,1,30,22
F,20,Anger,1,30,23
F,45,Surprise,3,30,24
F,41,Sadness,2,30,25
M,26,Surprise,2,30,26
M,35,Surprise,1,30,27
F,49,Surprise,1,30,28
M,36,Fear,1,30,29
M,18,Disgust,1,30,30
F,42,Sadness,2,30,31
M,22,Disgust,3,30,32
F,30,Anger,1,30,33
F,60,Surprise,3,30,34
M,20,Fear,2,30,35
M,30,Anger,2,30,36
F,31,Disgust,2,30,37
M,37,Sadness,1,30,38
M,31,Disgust,1,30,39
F,34,Fear,5,30,40
F,37,Anger,1,30,41
M,25,Disgust,2,30,42
M,25,Sadness,4,30,43
F,33,Anger,1,30,44
M,29,Surprise,5,30,45
F,51,Anger,1,30,46
F,61,Sadness,2,30,47
F,38,Anger,1,30,48
F,41,Anger,1,30,49
F,30,Surprise,4,30,50
F,NA,Anger,1,30,51
F,60,Anger,1,30,52
M,44,Sadness,1,30,53
F,40,Anger,1,30,54
F,52,Disgust,1,30,55
F,66,Anger,4,30,56
F,20,Surprise,1,30,57
F,32,Fear,2,30,58
M,31,Fear,1,30,59
F,23,Disgust,1,30,60
M,29,Fear,1,31,1
M,48,Disgust,1,31,2
F,58,Sadness,1,31,3
F,53,Sadness,2,31,4
F,30,Disgust,1,31,5
F,31,Anger,3,31,6
F,44,Fear,2,31,7
F,28,Disgust,2,31,8
F,58,Anger,1,31,9
M,37,Surprise,1,31,10
M,43,Sadness,2,31,11
F,64,Happiness,1,31,12
F,44,Happiness,2,31,13
M,33,Fear,2,31,14
M,30,Anger,2,31,15
F,51,Sadness,2,31,16
F,36,Anger,1,31,17
F,23,Happiness,1,31,18
M,30,Sadness,1,31,19
F,60,Anger,1,31,20
F,37,Anger,1,31,21
M,47,Sadness,2,31,22
F,20,Anger,1,31,23
F,45,Sadness,1,31,24
F,41,Sadness,4,31,25
M,26,Anger,1,31,26
M,35,Sadness,1,31,27
F,49,Disgust,1,31,28
M,36,Fear,1,31,29
M,18,Sadness,1,31,30
F,42,Sadness,2,31,31
M,22,Disgust,2,31,32
F,30,Anger,1,31,33
F,60,Sadness,1,31,34
M,20,Sadness,1,31,35
M,30,Anger,1,31,36
F,31,Sadness,3,31,37
M,37,Sadness,1,31,38
M,31,Anger,2,31,39
F,34,Happiness,1,31,40
F,37,Anger,1,31,41
M,25,Anger,1,31,42
M,25,Surprise,5,31,43
F,33,Happiness,1,31,44
M,29,Fear,2,31,45
F,51,Anger,1,31,46
F,61,Sadness,1,31,47
F,38,Anger,1,31,48
F,41,Sadness,1,31,49
F,30,Disgust,2,31,50
F,NA,Sadness,1,31,51
F,60,Anger,1,31,52
M,44,Anger,2,31,53
F,40,Sadness,1,31,54
F,52,Sadness,1,31,55
F,66,Fear,2,31,56
F,20,Anger,2,31,57
F,32,Sadness,4,31,58
M,31,Anger,1,31,59
F,23,Anger,1,31,60
M,29,Surprise,3,32,1
M,48,Anger,2,32,2
F,58,Disgust,3,32,3
F,53,Disgust,3,32,4
F,30,Disgust,2,32,5
F,31,Disgust,4,32,6
F,44,Fear,3,32,7
F,28,Sadness,3,32,8
F,58,Anger,3,32,9
M,37,Sadness,2,32,10
M,43,Sadness,2,32,11
F,64,Anger,2,32,12
F,44,Happiness,2,32,13
M,33,Anger,3,32,14
M,30,Anger,2,32,15
F,51,Anger,3,32,16
F,36,Anger,1,32,17
F,23,Anger,4,32,18
M,30,Sadness,2,32,19
F,60,Anger,3,32,20
F,37,Anger,3,32,21
M,47,Anger,2,32,22
F,20,Anger,1,32,23
F,45,Anger,3,32,24
F,41,Anger,3,32,25
M,26,Fear,2,32,26
M,35,Anger,2,32,27
F,49,Anger,3,32,28
M,36,Anger,2,32,29
M,18,Sadness,1,32,30
F,42,Sadness,2,32,31
M,22,Sadness,3,32,32
F,30,Anger,2,32,33
F,60,Anger,4,32,34
M,20,Anger,1,32,35
M,30,Anger,2,32,36
F,31,Sadness,4,32,37
M,37,Sadness,3,32,38
M,31,Anger,1,32,39
F,34,Anger,5,32,40
F,37,Anger,2,32,41
M,25,Sadness,3,32,42
