date,value
11/11/2003,71.04799652
11/12/2003,63.62850571
11/13/2003,58.34517288
11/14/2003,64.01844788
11/15/2003,73.69392395
11/16/2003,70.47248077
11/17/2003,64.50952148
11/18/2003,64.53805542
11/19/2003,64.70788574
11/20/2003,76.73165894
11/21/2003,68.28959656
11/22/2003,68.56228638
11/23/2003,71.59580994
11/24/2003,67.670784
11/25/2003,65.21421051
11/26/2003,65.56040192
11/27/2003,66.21701813
11/28/2003,66.42193604
11/29/2003,70.27935028
11/30/2003,66.93421936
12/1/2003,70.37111664
12/2/2003,104.3464203
12/3/2003,105.1872482
12/4/2003,94.83529663
12/5/2003,109.4283218
12/6/2003,106.5876541
12/7/2003,109.84198
12/8/2003,90.3555603
12/9/2003,115.2518234
12/10/2003,104.0733566
12/11/2003,110.2618179
12/12/2003,99.45927429
12/13/2003,107.6488953
12/14/2003,99.23253632
12/15/2003,101.2837372
12/16/2003,113.8641586
12/17/2003,103.2204971
12/18/2003,105.1295319
12/19/2003,108.2497559
12/20/2003,106.2235107
12/21/2003,104.331604
12/22/2003,105.2275009
12/23/2003,115.2317963
12/24/2003,102.7275696
12/25/2003,103.8110809
12/26/2003,107.8378372
12/27/2003,107.8803329
12/28/2003,108.0452194
12/29/2003,105.0503998
12/30/2003,95.87779999
12/31/2003,109.4855652
1/1/2004,95.30184937
1/2/2004,102.2516251
1/3/2004,96.66172791
1/4/2004,99.79696655
1/5/2004,101.4360428
1/6/2004,101.0637131
1/7/2004,101.2214508
1/8/2004,106.8256836
1/9/2004,100.6605377
1/10/2004,96.79841614
1/11/2004,102.4566956
1/12/2004,103.1915207
1/13/2004,90.70502472
1/14/2004,99.4200592
1/15/2004,99.52016449
1/16/2004,94.09911346
1/17/2004,102.0296326
1/18/2004,93.95666504
1/19/2004,94.88247681
1/20/2004,92.9288559
1/21/2004,93.40385437
1/22/2004,87.36859894
1/23/2004,85.16616821
1/24/2004,99.84798431
1/25/2004,87.14241791
1/26/2004,85.91496277
1/27/2004,79.59274292
1/28/2004,86.64589691
1/29/2004,82.69966888
1/30/2004,96.99317932
1/31/2004,93.29394531
2/1/2004,84.25978088
2/2/2004,98.41249084
2/3/2004,91.50319672
2/4/2004,84.40872955
2/5/2004,72.96901703
2/6/2004,96.34875488
2/7/2004,77.36917114
2/8/2004,75.50821686
2/9/2004,88.26164246
2/10/2004,94.75669098
2/11/2004,88.88419342
2/12/2004,84.18322754
2/13/2004,83.73445129
2/14/2004,84.42108154
2/15/2004,83.33851624
2/16/2004,80.33643341
2/17/2004,78.83499908
2/18/2004,77.38166046
2/19/2004,73.30276489
2/20/2004,75.04468536
2/21/2004,67.35647583
2/22/2004,74.70068359
2/23/2004,69.61865997
2/24/2004,68.41121674
2/25/2004,74.19471741
2/26/2004,79.62007904
2/27/2004,76.61539459
2/28/2004,63.53417587
2/29/2004,65.8007431
3/1/2004,74.8144989
3/2/2004,64.55970764
3/3/2004,67.71042633
3/4/2004,70.94544983
3/5/2004,62.71542358
3/6/2004,67.44654083
3/7/2004,59.61281586
3/8/2004,62.64036179
3/9/2004,66.61151886
3/10/2004,56.41444016
3/11/2004,65.95015717
3/12/2004,63.01974869
3/13/2004,65.2525177
3/14/2004,62.98395157
3/15/2004,68.06176758
3/16/2004,61.24645996
3/17/2004,57.85536957
3/18/2004,59.99892044
3/19/2004,61.49211884
3/20/2004,58.41149902
3/21/2004,57.76530075
3/22/2004,53.45128632
3/23/2004,53.04961014
3/24/2004,48.7580719
3/25/2004,63.9303093
3/26/2004,48.37897491
3/27/2004,50.55432892
3/28/2004,49.85229111
3/29/2004,57.34949112
3/30/2004,50.83594131
3/31/2004,57.99066162
4/1/2004,47.83139801
4/2/2004,52.04653549
4/3/2004,45.93350983
4/4/2004,60.30083466
4/5/2004,43.10828781
4/6/2004,50.07307434
4/7/2004,51.17722702
4/8/2004,49.56853867
4/9/2004,46.07131195
4/10/2004,45.85403824
4/11/2004,46.2349205
4/12/2004,44.80107498
4/13/2004,49.88333511
4/14/2004,55.65221786
4/15/2004,41.35576248
4/16/2004,36.84593582
4/17/2004,42.81352997
4/18/2004,55.72186279
4/19/2004,38.38185883
4/20/2004,50.181427
4/21/2004,49.96877289
4/22/2004,38.41570663
4/23/2004,43.64102936
4/24/2004,48.55977631
4/25/2004,38.15318298
4/26/2004,83.07987213
4/27/2004,81.1407547
4/28/2004,78.9275589
4/29/2004,80.70793915
4/30/2004,77.78842163
5/1/2004,84.03311157
5/2/2004,79.9681778
5/3/2004,84.94309998
5/4/2004,75.95158386
5/5/2004,85.34313202
5/6/2004,87.81479645
5/7/2004,73.63763428
5/8/2004,85.43650055
5/9/2004,89.66519928
5/10/2004,77.44003296
5/11/2004,91.8132019
5/12/2004,85.50826263
5/13/2004,79.85163116
5/14/2004,83.06208801
5/15/2004,86.09751892
5/16/2004,83.65155792
5/17/2004,85.93164063
5/18/2004,78.60150909
5/19/2004,84.01937103
5/20/2004,76.07236481
5/21/2004,82.55384827
5/22/2004,78.56014252
5/23/2004,79.37239075
5/24/2004,89.20150757
5/25/2004,88.4492569
5/26/2004,86.01069641
5/27/2004,77.47637939
5/28/2004,81.32946014
5/29/2004,88.95117188
5/30/2004,83.56908417
5/31/2004,94.43257904
6/1/2004,84.77855682
6/2/2004,83.74884796
6/3/2004,81.22026062
6/4/2004,83.41138458
6/5/2004,81.95976257
6/6/2004,86.2416687
6/7/2004,87.4642334
6/8/2004,78.7309494
6/9/2004,75.98547363
6/10/2004,73.44191742
6/11/2004,85.14477539
6/12/2004,77.07041931
6/13/2004,71.80578613
6/14/2004,84.49665833
6/15/2004,95.00283813
6/16/2004,82.49209595
6/17/2004,86.70005798
6/18/2004,82.90244293
6/19/2004,81.98505402
6/20/2004,87.06161499
6/21/2004,81.00210571
6/22/2004,83.77819824
6/23/2004,84.03800201
6/24/2004,79.07782745
6/25/2004,87.36777496
6/26/2004,81.52253723
6/27/2004,78.60887909
6/28/2004,85.06091309
6/29/2004,77.87726593
6/30/2004,82.50223541
7/1/2004,82.30792999
7/2/2004,87.77568054
7/3/2004,84.71282959
7/4/2004,82.20780945
7/5/2004,86.41584778
7/6/2004,89.27257538
7/7/2004,85.10558319
7/8/2004,82.36372375
7/9/2004,75.7486496
7/10/2004,76.97858429
7/11/2004,80.7747879
7/12/2004,79.25054932
7/13/2004,81.36088562
7/14/2004,82.57704926
7/15/2004,84.94074249
7/16/2004,81.93869019
7/17/2004,84.72301483
7/18/2004,82.61261749
7/19/2004,72.41305542
7/20/2004,77.5942688
7/21/2004,81.57147217
7/22/2004,76.24479675
7/23/2004,85.29467773
7/24/2004,89.95094299
7/25/2004,88.39354706
7/26/2004,81.23545074
7/27/2004,89.75962067
7/28/2004,83.05303955
7/29/2004,80.62834167
7/30/2004,79.2512207
7/31/2004,80.81070709
8/1/2004,80.38737488
8/2/2004,83.18591309
8/3/2004,83.14263153
8/4/2004,82.36128235
8/5/2004,84.53739166
8/6/2004,88.31293488
8/7/2004,87.11483765
8/8/2004,74.95027161
8/9/2004,69.61321259
8/10/2004,87.06281281
8/11/2004,75.56555176
8/12/2004,81.28520203
8/13/2004,76.56786346
8/14/2004,73.4182663
8/15/2004,85.14555359
8/16/2004,86.24441528
8/17/2004,79.57680511
8/18/2004,69.51519012
8/19/2004,79.75054169
8/20/2004,84.45246124
8/21/2004,75.11087799
8/22/2004,83.43453979
8/23/2004,82.45379639
8/24/2004,85.43971252
8/25/2004,83.1543808
8/26/2004,77.70465851
8/27/2004,88.56668091
8/28/2004,81.80529022
8/29/2004,82.47583008
8/30/2004,77.96070862
8/31/2004,80.42563629
9/1/2004,78.23330688
9/2/2004,81.80814362
9/3/2004,91.24726105
9/4/2004,75.84533691
9/5/2004,74.65343475
9/6/2004,90.09377289
9/7/2004,81.70825195
9/8/2004,79.42671967
9/9/2004,87.98908997
9/10/2004,79.77924347
9/11/2004,91.95539093
9/12/2004,86.23323822
9/13/2004,80.42259979
9/14/2004,93.66749573
9/15/2004,79.87142944
9/16/2004,86.62979126
9/17/2004,84.43531799
9/18/2004,89.46737671
9/19/2004,90.78627014
9/20/2004,83.15903473
9/21/2004,79.25247192
9/22/2004,85.3401947
9/23/2004,79.6727829
9/24/2004,93.14954376
9/25/2004,83.78678894
9/26/2004,81.29923248
9/27/2004,84.07118988
9/28/2004,76.43434906
9/29/2004,78.33432007
9/30/2004,89.21710205
10/1/2004,79.95343781
10/2/2004,78.02642822
10/3/2004,85.96755981
10/4/2004,89.23633575
10/5/2004,86.92633057
10/6/2004,88.33576202
10/7/2004,79.59571838
10/8/2004,76.29502106
10/9/2004,90.93533325
10/10/2004,81.84007263
10/11/2004,82.22431183
10/12/2004,90.14464569
10/13/2004,86.31024933
10/14/2004,85.83415222
10/15/2004,94.40554047
10/16/2004,80.38894653
10/17/2004,88.27194214
10/18/2004,83.94421387
10/19/2004,85.02870941
10/20/2004,91.35487366
10/21/2004,86.27869415
10/22/2004,86.4581604
10/23/2004,89.15656281
10/24/2004,81.99680328
10/25/2004,79.65324402
10/26/2004,78.65315247
10/27/2004,74.07350159
10/28/2004,94.21458435
10/29/2004,78.44594574
10/30/2004,82.88433838
10/31/2004,82.63534546
11/1/2004,85.58540344
11/2/2004,88.15620422
11/3/2004,88.40918732
11/4/2004,81.22091675
11/5/2004,83.33034515
11/6/2004,85.6086731
11/7/2004,82.9822998
11/8/2004,92.2926178
11/9/2004,86.74107361
11/10/2004,87.99106598
11/11/2004,87.66169739
11/12/2004,90.24545288
11/13/2004,85.31412506
11/14/2004,77.95596313
11/15/2004,86.46981812
11/16/2004,81.2460022
11/17/2004,81.89126587
11/18/2004,87.49787903
11/19/2004,90.78932953
11/20/2004,84.73628998
11/21/2004,86.20624542
11/22/2004,93.20546722
11/23/2004,85.9305954
11/24/2004,97.76783752
11/25/2004,87.6197052
11/26/2004,76.02121735
11/27/2004,88.62475586
11/28/2004,86.79698944
11/29/2004,91.37325287
11/30/2004,88.32382965
12/1/2004,122.3077164
